Site,Code,Ucode,Type,StateCode,Tstart,Tstop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEname,Ename,Uname
USHA78A,,USHA78A,LC,SU,Feb-78,Feb-78,Ushakov 78,Ushakov cruise 1978,-,,,,SU,-,-,OCEAN
USHA78B,,USHA78B,LC,SU,Apr-78,Apr-78,Ushakov 78,Ushakov cruise 1978,-,,,,SU,-,-,OCEAN
USHA79A,,USHA79A,LC,SU,Nov-79,Dec-79,Ushakov 79,Ushakov cruise 1979,-,,,,SU,-,-,OCEAN
USHA80A,,USHA80A,LC,SU,Mar-80,Mar-80,Ushakov 80,Ushakov cruise 1980,-,,,,SU,-,-,OCEAN
USHA86A,,USHA86A,LC,SU,Sep-86,Sep-86,Ushakov 86,Ushakov cruise 1986,-,,,,SU,-,-,OCEAN
USHA87A,,USHA87A,LC,SU,Nov-87,Dec-87,Ushakov 87,Ushakov cruise 1987,-,,,,SU,-,-,OCEAN
USHA88A,,USHA88A,LC,SU,Feb-88,Mar-88,Ushakov 88,Ushakov cruise 1988,-,,,,SU,-,-,OCEAN
USHA88B,,USHA88B,LC,SU,May-88,Jun-88,Ushakov 88,Ushakov cruise 1988,-,,,,SU,-,-,OCEAN
USHA88C,,USHA88C,LC,SU,Aug-88,Sep-88,Ushakov 88,Ushakov cruise 1988,-,,,,SU,-,-,OCEAN
USHA89A,,USHA89A,LC,SU,Oct-89,Oct-89,Ushakov 89,Ushakov cruise 1989,-,,,,SU,-,-,OCEAN
USHA90A,,USHA90A,LC,SU,Jan-90,Jan-90,Ushakov 90,Ushakov cruise 1990,-,,,,SU,-,-,OCEAN
VOKV82A,,VOKV82A,LC,SU,Nov-82,Jan-83,Voyekov 82,Vokeyov cruise 1982,-,,,,SU,-,-,OCEAN
VOKV83A,,VOKV83A,LC,SU,Aug-83,Sep-83,Voyekov 83,Vokeyov cruise 1983,-,,,,SU,-,-,OCEAN
VOKV86A,,VOKV86A,LC,SU,Aug-86,Aug-86,Voyekov 86,Vokeyov cruise 1986,-,,,,SU,-,-,OCEAN
VOKV87A,,VOKV87A,LC,SU,May-87,Jun-87,Voyekov 87,Vokeyov cruise 1987,-,,,,SU,-,-,OCEAN
VOLN76A,,VOLN76A,LC,SU,Feb-76,Mar-76,Volna 76,Volna cruise 1976,-,,,,SU,-,-,OCEAN
VOLN77A,,VOLN77A,LC,SU,Mar-77,May-77,Volna 77,Volna cruise 1977,-,,,,SU,-,-,OCEAN
VOLN78A,,VOLN78A,LC,SU,Mar-78,Mar-78,Volna 78,Volna cruise 1978,-,,,,SU,-,-,OCEAN
VOLN79A,,VOLN79A,LC,SU,Dec-79,Dec-79,Volna 79,Volna cruise 1979,-,,,,SU,-,-,OCEAN
VOLN80A,,VOLN80A,LC,SU,Feb-80,Feb-80,Volna 80,Volna cruise 1980,-,,,,SU,-,-,OCEAN
VOLN81A,,VOLN81A,LC,SU,Jan-81,Mar-81,Volna 81,Volna cruise 1981,-,,,,SU,-,-,OCEAN
MUSS77A,,MUSS77A,LC,SU,Dec-77,Dec-77,Musson 77,Musson cruise 1977,-,,,,SU,-,-,OCEAN
MUSS78A,,MUSS78A,LC,SU,Mar-78,Apr-78,Musson 78,Musson cruise 1978,-,,,,SU,-,-,OCEAN
MUSS78B,,MUSS78B,LC,SU,Nov-78,Nov-78,Musson 78,Musson cruise 1978,-,,,,SU,-,-,OCEAN
MUSS79A,,MUSS79A,LC,SU,Feb-79,Feb-79,Musson 79,Musson cruise 1979,-,,,,SU,-,-,OCEAN
MUSS79B,,MUSS79B,LC,SU,May-79,Jun-79,Musson 79,Musson cruise 1979,-,,,,SU,-,-,OCEAN
MUSS81A,,MUSS81A,LC,SU,Sep-81,Oct-81,Musson 81,Musson cruise 1981,-,,,,SU,-,-,OCEAN
MUSS82A,,MUSS82A,LC,SU,Jan-82,Jan-82,Musson 82,Musson cruise 1982,-,,,,SU,-,-,OCEAN
MUSS82B,,MUSS82B,LC,SU,Apr-82,May-82,Musson 82,Musson cruise 1982,-,,,,SU,-,-,OCEAN
MUSS83A,,MUSS83A,LC,SU,May-83,May-83,Musson 83,Musson cruise 1983,-,,,,SU,-,-,OCEAN
MUSS83B,,MUSS83B,LC,SU,Aug-83,Aug-83,Musson 83,Musson cruise 1983,-,,,,SU,-,-,OCEAN
MUSS85A,,MUSS85A,LC,SU,Oct-85,Nov-85,Musson 85,Musson cruise 1985,-,,,,SU,-,-,OCEAN
MUSS87A,,MUSS87A,LC,SU,Jul-87,Jul-87,Musson 87,Musson cruise 1987,-,,,,SU,-,-,OCEAN
MUSS89A,,MUSS89A,LC,SU,Jun-89,Jun-89,Musson 89,Musson cruise 1989,-,,,,SU,-,-,OCEAN
PASS80A,,PASS80A,LC,SU,Feb-80,Mar-80,Passat 80,Passat cruise 1980,-,,,,SU,-,-,OCEAN
PASS82A,,PASS82A,LC,SU,Feb-82,Feb-82,Passat 82,Passat cruise 1982,-,,,,SU,-,-,OCEAN
PASS82B,,PASS82B,LC,SU,May-82,May-82,Passat 82,Passat cruise 1982,-,,,,SU,-,-,OCEAN
PASS86A,,PASS86A,LC,SU,Feb-86,Mar-86,Passat 86,Passat cruise 1986,-,,,,SU,-,-,OCEAN
PASS88A,,PASS88A,LC,SU,Mar-88,Apr-88,Passat 88,Passat cruise 1988,-,,,,SU,-,-,OCEAN
PASS88B,,PASS88B,LC,SU,Nov-88,Nov-88,Passat 88,Passat cruise 1988,-,,,,SU,-,-,OCEAN
PASS89A,,PASS89A,LC,SU,Feb-89,Feb-89,Passat 89,Passat cruise 1989,-,,,,SU,-,-,OCEAN
PASS89B,,PASS89B,LC,SU,May-89,May-89,Passat 89,Passat cruise 1989,-,,,,SU,-,-,OCEAN
PASS90A,,PASS90A,LC,SU,Jan-90,Jan-90,Passat 90,Passat cruise 1990,-,,,,SU,-,-,OCEAN
PASS90B,,PASS90B,LC,SU,Nov-90,Nov-90,Passat 90,Passat cruise 1990,-,,,,SU,-,-,OCEAN
BUGA80A,,BUGA80A,LC,SU,Oct-80,Oct-80,Bugaev 80,Bugaev cruise 1980,-,,,,SU,-,-,OCEAN
BUGA81A,,BUGA81A,LC,SU,Jun-81,Jun-81,Bugaev 81,Bugaev cruise 1981,-,,,,SU,-,-,OCEAN
BUGA81B,,BUGA81B,LC,SU,Oct-81,Nov-81,Bugaev 81,Bugaev cruise 1981,-,,,,SU,-,-,OCEAN
BUGA82A,,BUGA82A,LC,SU,Dec-82,Dec-82,Bugaev 82,Bugaev cruise 1982,-,,,,SU,-,-,OCEAN
BUGA83A,,BUGA83A,LC,SU,Mar-83,Mar-83,Bugaev 83,Bugaev cruise 1983,-,,,,SU,-,-,OCEAN
BUGA87A,,BUGA87A,LC,SU,Jan-87,Jan-87,Bugaev 87,Bugaev cruise 1987,-,,,,SU,-,-,OCEAN
BUGA87B,,BUGA87B,LC,SU,Apr-87,Apr-87,Bugaev 87,Bugaev cruise 1987,-,,,,SU,-,-,OCEAN
BUGA89A,,BUGA89A,LC,SU,Jan-89,Jan-89,Bugaev 89,Bugaev cruise 1989,-,,,,SU,-,-,OCEAN
BUGA90A,,BUGA90A,LC,SU,Dec-90,Dec-90,Bugaev 90,Bugaev cruise 1990,-,,,,SU,-,-,OCEAN
ALCA,VLS,-,LP,,02-Nov-97,*,ALCA  VLS,"VLS pad, Alcantara","Alcantara, Maranhao, Brasil",-44.367,-2.3185,0.002,AEB,-,-,-
ALCA,HAD,-,LP,,19-Aug-94,*,ALCA  HAD,"HAD launcher, CL Alcantara","Alcantara, Maranhao, Brasil",-44.3677,-2.3147,0.0001,AEB,-,-,-
ALCA,MRL,-,LP,,19-Aug-94,*,ALCA  MRL,"MRL launcher, CL Alcantara","Alcantara, Maranhao, Brasil",-44.3677,-2.315,0.0001,AEB,-,-,-
ALCA,RAG,-,LP,,19-Aug-94,*,ALCA  RAG,"RAG launcher, CL Alcantara","Alcantara, Maranhao, Brasil",-44.3675,-2.3148,0.0001,AEB,-,-,-
ALCA,UL,-,LP,,19-Aug-94,*,ALCA  UL,"UL launcher, CL Alcantara","Alcantara, Maranhao, Brasil",-44.3676,-2.316,0.0001,AEB,-,-,-
ALEYSK,LC378/2,-,LP,,1960s,1990s,ALEYSK,"Aleysk missile site, Russia",-,82.75,52.5,0.5,RVSN,-,-,-
ALT,6,-,LP,,-,-,ALT   6,Altus AFB Site 6,"Atlus, Oklahoma",-99.2743,34.663,0.1,SAC,-,-,-
AND,U3,-,LP,,1993,*,AND   U3,"Universal Launcher 3, Pad 7, Andoya",Andoya,16.0207,69.2943,0.0001,ARR,-,-,-
AND,LC5,-,LP,,1993,*,AND   LC5,"Pad 5, Andoya",Andoya,16.0198,69.2944,0.0001,ARR,-,-,-
AND,LC9,-,LP,,1993,*,AND   LC9,"Pad 9, Andoya",Andoya,16.0188,69.2941,0.0001,ARR,-,-,-
AND,LC10,-,LP,,1993,*,AND   LC10,"Pad 10, Andoya",Andoya,16.0185,69.294,0.0001,ARR,-,-,-
AND,Athena,-,LP,,1993,*,AND   Athena,"Athena launcher, Pad 5, Andoya",Andoya,16.0207,69.2943,0.05,ARR,-,-,-
AND,Haugnes,-,LP,,1980,1983,AND   Haugnes,"Haugnes site, Andoy, Nordland","Haugenes, Andoy",16.18,69.28,0.02,ARR,-,-,-
ANHU,LP1,-,LP,,20-May,-,Anhueng LP1,"LP1, ADD Anhueng",Anhueng Island 1,126.2375,36.6048,0.0001,ADD,-,-,-
ANHU,LP2,-,LP,,20-May,-,Anhueng LP2,"Barge launch point, ADD Anhueng",Anhueng Island 2,125.6944,36.6422,0.0001,ADD,-,-,-
ANHU,LP3,-,LP,,20-May,-,Anhueng LP3,"LP3, ADD Anhueng",South of Anhueng,125.9086,35.1355,0.0001,ADD,-,-,-
AOR4,LP1,-,LP,,-,-,AOR4  LP1,"Atlantic Ocean, Croatan 1964 cruise 120 km off WI",Atlantic Ocean,-,-,,USN,,,OCEAN
AOR4,LP2,-,LP,,11-Nov-64,11-Nov-64,AOR4  LP2,"Atlantic Ocean, Croatan 1964 cruise 300 km off WI",Atlantic Ocean,-74.67,34.45,0.02,USN,-,-,OCEAN
AOR4,LP3,-,LP,,-,-,AOR4  LP3,"Atlantic Ocean, Croatan 1964 cruise off N Carolina",Atlantic Ocean,-,-,,USN,-,-,OCEAN
AOR4,LP4,-,LP,,-,-,AOR4  LP4,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-,-,,USN,-,-,OCEAN
AOR4,LP5,-,LP,,-,-,AOR4  LP5,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-,-,,USN,-,-,OCEAN
AOR4,LP6,-,LP,,-,-,AOR4  LP6,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-,-,,USN,-,-,OCEAN
AOR4,LP7,-,LP,,-,-,AOR4  LP7,"Atlantic Ocean, Croatan 1964 cruise",Atlantic Ocean,-,-,,USN,-,-,OCEAN
AOR5,LP1,-,LP,,07-Jan-65,07-Jan-65,AOR5  LP1,"USNS Wheeling, 1965 Hydra-Iris SAA expedition",Atlantic Ocean,-27.42,-56.53,0.02,USN,-,-,OCEAN
AOR5,LP2,-,LP,,26-Jan-65,26-Jan-65,AOR5  LP2,"USNS Wheeling, 1965 Hydra-Iris SAA expedition  (LP2, ex AOR6)",Atlantic Ocean,-35.53,-35.05,0.02,USN,-,-,OCEAN
AOR7,LP1,-,LP,,27-Aug-58,27-Aug-58,AOR7  LP1,"USS Norton Sound, 1958 Argus expedition","Tristan de Cunha, Atlantic Ocean",-11.5,-38.5,0.1,USN,-,-,OCEAN
AOR7,LP2,-,LP,,30-Aug-58,30-Aug-58,AOR7  LP2,"Atlantic Ocean, Argus cruise LP2 (ex AOR8)",Atlantic Ocean,-8.2,-49.5,0.1,USN,-,-,OCEAN
AOR7,LP3,-,LP,,06-Sep-58,06-Sep-58,AOR7  LP3,"Atlantic Ocean, Argus cruise LP3 (ex AOR9)",Atlantic Ocean,-9.7,-48.5,0.1,USN,-,-,OCEAN
AOR11,LP1,-,LP,,18-Jul-53,18-Jul-53,AOR11 LP1,Atlantic Ocean Launch Site 11 Launch Point 1,Atlantic Ocean,-70.37,42.43,0.01,SUI,-,-,OCEAN
AOR11,LP2,-,LP,,19-Jul-53,19-Jul-53,AOR11 LP2,Atlantic Ocean Launch Site 11 Launch Point 2,Atlantic Ocean,-65.12,43.07,0.01,SUI,-,-,OCEAN
AOR11,LP3,-,LP,,19-Jul-53,19-Jul-53,AOR11 LP3,Atlantic Ocean Launch Site 11 Launch Point 3,Atlantic Ocean,-63.47,43.68,0.01,SUI,-,-,OCEAN
AOR11,LP4,-,LP,,19-Jul-53,19-Jul-53,AOR11 LP4,Atlantic Ocean Launch Site 11 Launch Point 4,Atlantic Ocean,-62.17,44.27,0.01,SUI,-,-,OCEAN
AOR11,LP5,-,LP,,24-Jul-53,24-Jul-53,AOR11 LP5,Atlantic Ocean Launch Site 11 Launch Point 5,Atlantic Ocean,-61.92,58.53,0.01,SUI,-,-,OCEAN
AOR11,LP6,-,LP,,28-Jul-53,28-Jul-53,AOR11 LP6,Atlantic Ocean Launch Site 11 Launch Point 6,Atlantic Ocean,-64.23,62.5,0.01,SUI,-,-,OCEAN
AOR11,LP7,-,LP,,03-Aug-53,03-Aug-53,AOR11 LP7,Atlantic Ocean Launch Site 11 Launch Point 7,Atlantic Ocean,-66.25,62.75,0.01,SUI,-,-,OCEAN
AOR11,LP8,-,LP,,06-Aug-53,06-Aug-53,AOR11 LP8,Atlantic Ocean Launch Site 11 Launch Point 8,Atlantic Ocean,-59.1,64.33,0.01,SUI,-,-,OCEAN
AOR11,LP9,-,LP,,06-Aug-53,06-Aug-53,AOR11 LP9,Atlantic Ocean Launch Site 11 Launch Point 9,Atlantic Ocean,-58.58,65.22,0.01,SUI,-,-,OCEAN
AOR11,LP10,-,LP,,09-Aug-53,09-Aug-53,AOR11 LP10,Atlantic Ocean Launch Site 11 Launch Point 10,Atlantic Ocean,-71.93,74.38,0.01,SUI,-,-,OCEAN
AOR11,LP21,-,LP,,05-Aug-53,05-Aug-53,AOR11 LP21,Atlantic Ocean Launch Site 11 Launch Point 21,Atlantic Ocean,-63.92,62.07,0.01,NRL,-,-,OCEAN
AOR11,LP22,-,LP,,08-Aug-53,08-Aug-53,AOR11 LP22,Atlantic Ocean Launch Site 11 Launch Point 22,Atlantic Ocean,-63.92,73.62,0.01,NRL,-,-,OCEAN
AOR11,LP23,-,LP,,09-Aug-53,09-Aug-53,AOR11 LP23,Atlantic Ocean Launch Site 11 Launch Point 23,Atlantic Ocean,-63.92,74.48,0.01,NRL,-,-,OCEAN
AOR11,LP24,-,LP,,11-Aug-53,11-Aug-53,AOR11 LP24,Atlantic Ocean Launch Site 11 Launch Point 24,Atlantic Ocean,-63.92,74.57,0.01,NRL,-,-,OCEAN
AOR11B,LP11,-,LP,,30-Aug-53,30-Aug-53,AOR11 LP11,Atlantic Ocean Launch Site 11 Launch Point 11,Atlantic Ocean,-55.08,53.1,0.01,SUI,-,-,OCEAN
AOR11B,LP12,-,LP,,30-Aug-53,30-Aug-53,AOR11 LP12,Atlantic Ocean Launch Site 11 Launch Point 12,Atlantic Ocean,-55.4,52.78,0.01,SUI,-,-,OCEAN
AOR11B,LP13,-,LP,,30-Aug-53,30-Aug-53,AOR11 LP13,Atlantic Ocean Launch Site 11 Launch Point 13,Atlantic Ocean,-54.75,53.13,0.01,SUI,-,-,OCEAN
AOR11B,LP14,-,LP,,03-Sep-53,03-Sep-53,AOR11 LP14,Atlantic Ocean Launch Site 11 Launch Point 14,Atlantic Ocean,-57.22,44.83,0.01,SUI,-,-,OCEAN
AOR11B,LP15,-,LP,,03-Sep-53,03-Sep-53,AOR11 LP15,Atlantic Ocean Launch Site 11 Launch Point 15,Atlantic Ocean,-57.17,44.75,0.01,SUI,-,-,OCEAN
AOR11B,LP16,-,LP,,03-Sep-53,03-Sep-53,AOR11 LP16,Atlantic Ocean Launch Site 11 Launch Point 16,Atlantic Ocean,-57.05,44.55,0.01,SUI,-,-,OCEAN
AOR11B,LP25,-,LP,,04-Sep-53,04-Sep-53,AOR11 LP25,Atlantic Ocean Launch Site 11 Launch Point 25,Atlantic Ocean,-63.92,43.17,0.01,NRL,-,-,OCEAN
AOR11B,LP26,-,LP,,04-Sep-53,04-Sep-53,AOR11 LP26,Atlantic Ocean Launch Site 11 Launch Point 26,Atlantic Ocean,-63.92,43,0.01,NRL,-,-,OCEAN
AOR12,LP1,-,LP,,16-Jul-54,16-Jul-54,AOR12 LP1,Atlantic Ocean Launch Site 12 Launch Point 1,Atlantic Ocean,-66.7,42.1,0.01,SUI,-,-,OCEAN
AOR12,LP2,-,LP,,19-Jul-54,19-Jul-54,AOR12 LP2,Atlantic Ocean Launch Site 12 Launch Point 2,Atlantic Ocean,-53.5,54.63,0.01,SUI,-,-,OCEAN
AOR12,LP3,-,LP,,21-Jul-54,21-Jul-54,AOR12 LP3,Atlantic Ocean Launch Site 12 Launch Point 3,Atlantic Ocean,-54.22,59.38,0.01,SUI,-,-,OCEAN
AOR12,LP4,-,LP,,21-Jul-54,21-Jul-54,AOR12 LP4,Atlantic Ocean Launch Site 12 Launch Point 4,Atlantic Ocean,-54.45,59.6,0.01,SUI,-,-,OCEAN
AOR12,LP5,-,LP,,21-Jul-54,21-Jul-54,AOR12 LP5,Atlantic Ocean Launch Site 12 Launch Point 5,Atlantic Ocean,-52.47,59.55,0.01,SUI,-,-,OCEAN
AOR12,LP6,-,LP,,23-Jul-54,23-Jul-54,AOR12 LP6,Atlantic Ocean Launch Site 12 Launch Point 6,Atlantic Ocean,-53.62,59.53,0.01,SUI,-,-,OCEAN
AOR12,LP7,-,LP,,23-Jul-54,23-Jul-54,AOR12 LP7,Atlantic Ocean Launch Site 12 Launch Point 7,Atlantic Ocean,-52.35,59.63,0.01,SUI,-,-,OCEAN
AOR12,LP8,-,LP,,23-Jul-54,23-Jul-54,AOR12 LP8,Atlantic Ocean Launch Site 12 Launch Point 8,Atlantic Ocean,-52.75,59.6,0.01,SUI,-,-,OCEAN
AOR12,LP9,-,LP,,23-Jul-54,24-Jul-54,AOR12 LP9,Atlantic Ocean Launch Site 12 Launch Point 9,Atlantic Ocean,-54.2,59.07,0.01,SUI,-,-,OCEAN
AOR12,LP10,-,LP,,23-Jul-54,24-Jul-54,AOR12 LP10,Atlantic Ocean Launch Site 12 Launch Point 10,Atlantic Ocean,-53.92,58.85,0.01,SUI,-,-,OCEAN
AOR12,LP11,-,LP,,23-Jul-54,25-Jul-54,AOR12 LP11,Atlantic Ocean Launch Site 12 Launch Point 11,Atlantic Ocean,-53.72,59.2,0.01,SUI,-,-,OCEAN
AOR12,LP12,-,LP,,23-Jul-54,25-Jul-54,AOR12 LP12,Atlantic Ocean Launch Site 12 Launch Point 12,Atlantic Ocean,-59.37,59.37,0.01,SUI,-,-,OCEAN
AOR12,LP13,-,LP,,23-Jul-54,25-Jul-54,AOR12 LP13,Atlantic Ocean Launch Site 12 Launch Point 13,Atlantic Ocean,-54.62,59.3,0.01,SUI,-,-,OCEAN
AOR12,LP14,-,LP,,19-Jul-54,26-Jul-54,AOR12 LP14,Atlantic Ocean Launch Site 12 Launch Point 14,Atlantic Ocean,-53.5,54,0.01,NRL,-,-,OCEAN
AOR12,LP15,-,LP,,19-Jul-54,26-Jul-54,AOR12 LP15,Atlantic Ocean Launch Site 12 Launch Point 15,Atlantic Ocean,-53.38,55.22,0.01,NRL,-,-,OCEAN
AOR12,LP16,-,LP,,19-Jul-54,26-Jul-54,AOR12 LP16,Atlantic Ocean Launch Site 12 Launch Point 16,Atlantic Ocean,-53.02,59.55,0.01,NRL,-,-,OCEAN
AOR12,LP17,-,LP,,19-Jul-54,26-Jul-54,AOR12 LP17,Atlantic Ocean Launch Site 12 Launch Point 17,Atlantic Ocean,-54.98,58.37,0.01,NRL,-,-,OCEAN
AOR12,LP18,-,LP,,19-Jul-54,26-Jul-54,AOR12 LP18,Atlantic Ocean Launch Site 12 Launch Point 18,Atlantic Ocean,-56.18,58.67,0.01,NRL,-,-,OCEAN
AOR12,LP19,-,LP,,19-Jul-54,26-Jul-54,AOR12 LP19,Atlantic Ocean Launch Site 12 Launch Point 19,Atlantic Ocean,-56.37,60.05,0.01,NRL,-,-,OCEAN
AOR13,LP1,-,LP,,23-Sep-55,23-Sep-55,AOR13 LP1,Atlantic Ocean Launch Site 13 Launch Point 1,Atlantic Ocean,-66.18,42.67,0.01,SUI,-,-,OCEAN
AOR13,LP2,-,LP,,24-Sep-55,24-Sep-55,AOR13 LP2,Atlantic Ocean Launch Site 13 Launch Point 2,Atlantic Ocean,-60.73,44.58,0.01,SUI,-,-,OCEAN
AOR13,LP3,-,LP,,24-Sep-55,24-Sep-55,AOR13 LP3,Atlantic Ocean Launch Site 13 Launch Point 3,Atlantic Ocean,-59.42,45.28,0.01,SUI,-,-,OCEAN
AOR13,LP4,-,LP,,25-Sep-55,25-Sep-55,AOR13 LP4,Atlantic Ocean Launch Site 13 Launch Point 4,Atlantic Ocean,-52.5,47.73,0.01,SUI,-,-,OCEAN
AOR13,LP5,-,LP,,27-Sep-55,27-Sep-55,AOR13 LP5,Atlantic Ocean Launch Site 13 Launch Point 5,Atlantic Ocean,-54.23,57.85,0.01,SUI,-,-,OCEAN
AOR13,LP6,-,LP,,27-Sep-55,27-Sep-55,AOR13 LP6,Atlantic Ocean Launch Site 13 Launch Point 6,Atlantic Ocean,-53.95,58.45,0.01,SUI,-,-,OCEAN
AOR13,LP7,-,LP,,28-Sep-55,28-Sep-55,AOR13 LP7,Atlantic Ocean Launch Site 13 Launch Point 7,Atlantic Ocean,-55.25,61.17,0.01,SUI,-,-,OCEAN
AOR13,LP8,-,LP,,28-Sep-55,28-Sep-55,AOR13 LP8,Atlantic Ocean Launch Site 13 Launch Point 8,Atlantic Ocean,-56.08,62.03,0.01,SUI,-,-,OCEAN
AOR13,LP9,-,LP,,29-Sep-55,29-Sep-55,AOR13 LP9,Atlantic Ocean Launch Site 13 Launch Point 9,Atlantic Ocean,-58,65.65,0.01,SUI,-,-,OCEAN
AOR13,LP10,-,LP,,29-Sep-55,29-Sep-55,AOR13 LP10,Atlantic Ocean Launch Site 13 Launch Point 10,Atlantic Ocean,-60.25,67.52,0.01,SUI,-,-,OCEAN
AOR13,LP11,-,LP,,29-Sep-55,29-Sep-55,AOR13 LP11,Atlantic Ocean Launch Site 13 Launch Point 11,Atlantic Ocean,-60,66.85,0.01,SUI,-,-,OCEAN
AOR13,LP12,-,LP,,30-Sep-55,30-Sep-55,AOR13 LP12,Atlantic Ocean Launch Site 13 Launch Point 12,Atlantic Ocean,-62.45,70.2,0.01,SUI,-,-,OCEAN
AOR13,LP13,-,LP,,04-Oct-55,04-Oct-55,AOR13 LP13,Atlantic Ocean Launch Site 13 Launch Point 13,Atlantic Ocean,-75.35,72.68,0.01,SUI,-,-,OCEAN
AOR13,LP14,-,LP,,04-Oct-55,04-Oct-55,AOR13 LP14,Atlantic Ocean Launch Site 13 Launch Point 14,Atlantic Ocean,-61.85,65.12,0.01,SUI,-,-,OCEAN
AOR13,LP15,-,LP,,04-Oct-55,04-Oct-55,AOR13 LP15,Atlantic Ocean Launch Site 13 Launch Point 15,Atlantic Ocean,-64.6,61.58,0.01,SUI,-,-,OCEAN
AOR13,LP16,-,LP,,04-Oct-55,04-Oct-55,AOR13 LP16,Atlantic Ocean Launch Site 13 Launch Point 16,Atlantic Ocean,-58.7,56.78,0.01,SUI,-,-,OCEAN
AOR13,LP17,-,LP,,04-Oct-55,04-Oct-55,AOR13 LP17,Atlantic Ocean Launch Site 13 Launch Point 17,Atlantic Ocean,-58.18,56.37,0.01,SUI,-,-,OCEAN
AOR13,LP18,-,LP,,04-Oct-55,04-Oct-55,AOR13 LP18,Atlantic Ocean Launch Site 13 Launch Point 18,Atlantic Ocean,-57.3,55.72,0.01,SUI,-,-,OCEAN
AOR13,LP19,-,LP,,27-Sep-55,04-Oct-55,AOR13 LP19,Atlantic Ocean Launch Site 13 Launch Point 19,Atlantic Ocean,-54.57,57.4,0.01,SUI,-,-,OCEAN
AOR13,LP20,-,LP,,27-Sep-55,13-Oct-55,AOR13 LP20,Atlantic Ocean Launch Site 13 Launch Point 20,Atlantic Ocean,-53.97,58.05,0.01,SUI,-,-,OCEAN
AOR13,LP21,-,LP,,27-Sep-55,13-Oct-55,AOR13 LP21,Atlantic Ocean Launch Site 13 Launch Point 21,Atlantic Ocean,-55.43,61.45,0.01,SUI,-,-,OCEAN
AOR13,LP22,-,LP,,27-Sep-55,13-Oct-55,AOR13 LP22,Atlantic Ocean Launch Site 13 Launch Point 22,Atlantic Ocean,-56.72,62.48,0.01,SUI,-,-,OCEAN
AOR13,LP23,-,LP,,27-Sep-55,13-Oct-55,AOR13 LP23,Atlantic Ocean Launch Site 13 Launch Point 23,Atlantic Ocean,-61.4,65.92,0.01,SUI,-,-,OCEAN
AOR13,LP24,-,LP,,27-Sep-55,13-Oct-55,AOR13 LP24,Atlantic Ocean Launch Site 13 Launch Point 24,Atlantic Ocean,-63.53,60.58,0.01,SUI,-,-,OCEAN
AOR13,LP25,-,LP,,27-Sep-55,13-Oct-55,AOR13 LP25,Atlantic Ocean Launch Site 13 Launch Point 25,Atlantic Ocean,-59,57.17,0.01,SUI,-,-,OCEAN
AOR13,LP26,-,LP,,27-Sep-55,13-Oct-55,AOR13 LP26,Atlantic Ocean Launch Site 13 Launch Point 26,Atlantic Ocean,-57.65,55.98,0.01,SUI,-,-,OCEAN
AOR14,LP1,-,LP,,27-Oct-56,10-Nov-56,AOR14 LP1,"Michigan Cruise 1956, Launch Point 1",Atlantic Ocean,-71,40,0.5,USN/UMI,-,-,OCEAN
AOR14,LP2,-,LP,,27-Oct-56,10-Nov-56,AOR14 LP2,"Michigan Cruise 1956, Launch Point 2",Atlantic Ocean,-48,49,0.5,USN/UMI,-,-,OCEAN
AOR14,LP3,-,LP,,27-Oct-56,10-Nov-56,AOR14 LP3,"Michigan Cruise 1956, Launch Point 3",Atlantic Ocean,-47,58,0.5,USN/UMI,-,-,OCEAN
AOR14,LP4,-,LP,,27-Oct-56,10-Nov-56,AOR14 LP4,"Michigan Cruise 1956, Launch Point 4",Atlantic Ocean,-58,64,0.5,USN/UMI,-,-,OCEAN
AOR14,LP5,-,LP,,27-Oct-56,10-Nov-56,AOR14 LP5,"Michigan Cruise 1956, Launch Point 5",Atlantic Ocean,-58,66,0.5,USN/UMI,-,-,OCEAN
AOR16,LP1,-,LP,,1985,1985,AOR16 LP1,"Zubov Expedition 8, 1985A Feb-Apr, 68-18N 0-30W",Atlantic Ocean,-30,18,1,GMS,-,-,OCEAN
AOR17,LP1,-,LP,,1968,1968,AOR17 LP1,"Vise Expedition 1968, Launch Point 1",Atlantic Ocean,-33.33,21.68,0.01,GMS,-,-,OCEAN
AOR19,LP1,-,LP,,1973,12-Jun-73,AOR19 LP1,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 1",Atlantic Ocean,-25.2,-2.33,0.01,GMS,-,-,OCEAN
AOR19,LP2,-,LP,,1973,13-Jun-73,AOR19 LP2,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 2",Atlantic Ocean,-25.2,-1.8,0.01,GMS,-,-,OCEAN
AOR19,LP3,-,LP,,1973,14-Jun-73,AOR19 LP3,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 3",Atlantic Ocean,-24.97,-2.4,0.01,GMS,-,-,OCEAN
